UNIT NAME,INR,UNIT CODE,COUNTY,FUEL,ZONE,IN SERVICE,INSTALLED CAPACITY RATING (MW),SPRING CAPACITY (MW)
REDBARN SOLAR 2 (RE MAPLEWOOD 2B SOLAR),,REDBARN_UNIT_2,PECOS,SOLAR,WEST,2021.0,28.0,28.0
TAYGETE SOLAR 1 U1,,TAYGETE_UNIT1,PECOS,SOLAR,WEST,2021.0,125.9,125.9
TAYGETE SOLAR 1 U2,,TAYGETE_UNIT2,PECOS,SOLAR,WEST,2021.0,128.9,128.9
TITAN SOLAR (IP TITAN) U1,,TI_SOLAR_UNIT1,CULBERSON,SOLAR,WEST,2021.0,136.8,136.8
TITAN SOLAR (IP TITAN) U2,,TI_SOLAR_UNIT2,CULBERSON,SOLAR,WEST,2021.0,131.1,131.1
TPE ERATH SOLAR,,DG_ERATH_ERATH21,ERATH,SOLAR,NORTH,2021.0,10.0,10.0
WAGYU SOLAR,,WGU_UNIT1,BRAZORIA,SOLAR,COASTAL,2021.0,120.0,120.0
BAT CAVE,,BATCAVE_BES1,MASON,STORAGE,SOUTH,2021.0,100.5,100.5
BELDING TNP (TRIPLE BUTTE BATTERY) (DGR),,BELD_BELU1,PECOS,STORAGE,WEST,2021.0,9.18,7.5
BRP LOOP 463 (DGR),,L_463S_UNIT1,VICTORIA,STORAGE,SOUTH,2021.0,9.95,10.0
BRP LOPENO (DGR),,LOPENO_UNIT1,ZAPATA,STORAGE,SOUTH,2021.0,9.95,10.0
BRP PUEBLO I (DGR),,BRP_PBL1_UNIT1,MAVERICK,STORAGE,SOUTH,2021.0,9.95,10.0
BRP PUEBLO II (DGR),,BRP_PBL2_UNIT1,MAVERICK,STORAGE,SOUTH,2021.0,9.95,10.0
BRP RANCHTOWN (DGR),,K0_UNIT1,BEXAR,STORAGE,SOUTH,2021.0,9.95,10.0
BRP ZAPATA I (DGR),,BRP_ZPT1_UNIT1,ZAPATA,STORAGE,SOUTH,2021.0,9.95,10.0
BRP ZAPATA II (DGR),,BRP_ZPT2_UNIT1,ZAPATA,STORAGE,SOUTH,2021.0,9.95,10.0
CHISHOLM GRID,,CHISMGRD_BES1,TARRANT,STORAGE,NORTH,2021.0,101.7,100.0
EUNICE STORAGE,,EUNICE_BES1,ANDREWS,STORAGE,WEST,2021.0,40.3,40.3
GAMBIT BATTERY,,GAMBIT_BESS1,BRAZORIA,STORAGE,COASTAL,2021.0,102.4,100.0
LILY STORAGE,,LILY_BESS1,KAUFMAN,STORAGE,NORTH,2021.0,51.7,51.7
NORTH FORK,,NF_BRP_BES1,WILLIAMSON,STORAGE,SOUTH,2021.0,100.5,100.5
PYOTE TNP (SWOOSE BATTERY) (DGR),,PYOTE_SWOOSEU1,WARD,STORAGE,WEST,2021.0,9.9,9.9
SNYDER (DGR),,DPCRK_UNIT1,SCURRY,STORAGE,WEST,2021.0,9.95,10.0
SWEETWATER BESS (DGR),,SWTWR_UNIT1,NOLAN,STORAGE,WEST,2021.0,9.95,9.9
TOYAH POWER STATION (DGR),,TOYAH_BESS,REEVES,STORAGE,WEST,2021.0,9.95,9.9
WESTOVER BESS (DGR),,WOV_BESS_UNIT1,ECTOR,STORAGE,WEST,2021.0,9.95,10.0
BRANDON (LP&L) (DGR) (INDEFINITE MOTHBALL AS OF 10/2/2023),,BRANDON_UNIT1,LUBBOCK,GAS-GT,PANHANDLE,2021.0,25.0,20.0
R MASSENGALE CTG 1 (LP&L) (INDEFINITE MOTHBALL AS OF 10/2/2023),,MASSENGL_G6,LUBBOCK,GAS-CC,PANHANDLE,2021.0,20.0,18.0
R MASSENGALE CTG 2 (LP&L) (INDEFINITE MOTHBALL AS OF 10/2/2023),,MASSENGL_G7,LUBBOCK,GAS-CC,PANHANDLE,2021.0,20.0,18.0
R MASSENGALE STG (LP&L) (INDEFINITE MOTHBALL AS OF 10/2/2023),,MASSENGL_G8,LUBBOCK,GAS-CC,PANHANDLE,2021.0,58.9,38.0
TY COOKE CTG 1 (LP&L) (INDEFINITE MOTHBALL AS OF 10/2/2023),,TY_COOKE_GT2,LUBBOCK,GAS-GT,PANHANDLE,2021.0,18.7,14.0
TY COOKE CTG 2 (LP&L) (INDEFINITE MOTHBALL AS OF 10/2/2023),,TY_COOKE_GT3,LUBBOCK,GAS-GT,PANHANDLE,2021.0,26.6,17.0
VICTORIA CITY (CITYVICT) CTG 1,,CITYVICT_CTG01,VICTORIA,GAS-GT,SOUTH,2020.0,60.5,46.7
VICTORIA CITY (CITYVICT) CTG 2,,CITYVICT_CTG02,VICTORIA,GAS-GT,SOUTH,2020.0,60.5,46.7
BLUE SUMMIT WIND 2 A,,BLSUMMIT_UNIT2_25,WILBARGER,WIND-O,WEST,2020.0,92.5,62.5
BLUE SUMMIT WIND 2 B,,BLSUMMIT_UNIT2_17,WILBARGER,WIND-O,WEST,2020.0,6.86,6.9
BLUE SUMMIT WIND 3 A,,BLSUMIT3_UNIT_17,WILBARGER,WIND-O,WEST,2020.0,13.7,13.4
BLUE SUMMIT WIND 3 B,,BLSUMIT3_UNIT_25,WILBARGER,WIND-O,WEST,2020.0,186.5,182.4
BOBCAT BLUFF WIND,,BCATWIND_WIND_1,ARCHER,WIND-O,WEST,2020.0,162.0,162.0
GOPHER CREEK WIND 1,,GOPHER_UNIT1,BORDEN,WIND-O,WEST,2020.0,82.0,82.0
GOPHER CREEK WIND 2,,GOPHER_UNIT2,BORDEN,WIND-O,WEST,2020.0,76.0,76.0
PALMAS ALTAS WIND,,PALMWIND_UNIT1,CAMERON,WIND-C,COASTAL,2020.0,144.9,144.9
PEYTON CREEK WIND,,PEY_UNIT1,MATAGORDA,WIND-C,COASTAL,2020.0,151.2,151.2
RANCHERO WIND,,RANCHERO_UNIT1,CROCKETT,WIND-O,WEST,2020.0,150.0,150.0
RANCHERO WIND,,RANCHERO_UNIT2,CROCKETT,WIND-O,WEST,2020.0,150.0,150.0
WILSON RANCH (INFINITY LIVE OAK WIND),,WL_RANCH_UNIT1,SCHLEICHER,WIND-O,WEST,2020.0,199.5,199.5
CATAN SOLAR,,DG_CS10_CATAN,KARNES,SOLAR,SOUTH,2020.0,10.0,10.0
FOWLER RANCH,,FWLR_SLR_UNIT1,CRANE,SOLAR,WEST,2020.0,152.5,150.0
HOLSTEIN SOLAR 1,,HOLSTEIN_SOLAR1,NOLAN,SOLAR,WEST,2020.0,102.2,102.2
HOLSTEIN SOLAR 2,,HOLSTEIN_SOLAR2,NOLAN,SOLAR,WEST,2020.0,102.3,102.3
KELLAM SOLAR,,KELAM_SL_UNIT1,VAN ZANDT,SOLAR,NORTH,2020.0,59.8,59.8
LAPETUS SOLAR,,LAPETUS_UNIT_1,ANDREWS,SOLAR,WEST,2020.0,100.7,100.7
OBERON SOLAR,,OBERON_UNIT_1,ECTOR,SOLAR,WEST,2020.0,180.0,180.0
PROSPERO SOLAR 1 U1,,PROSPERO_UNIT1,ANDREWS,SOLAR,WEST,2020.0,153.6,153.6
PROSPERO SOLAR 1 U2,,PROSPERO_UNIT2,ANDREWS,SOLAR,WEST,2020.0,150.0,150.0
QUEEN SOLAR PHASE I,,QUEEN_SL_SOLAR1,UPTON,SOLAR,WEST,2020.0,102.5,102.5
QUEEN SOLAR PHASE I,,QUEEN_SL_SOLAR2,UPTON,SOLAR,WEST,2020.0,102.5,102.5
QUEEN SOLAR PHASE II,,QUEEN_SL_SOLAR3,UPTON,SOLAR,WEST,2020.0,97.5,97.5
QUEEN SOLAR PHASE II,,QUEEN_SL_SOLAR4,UPTON,SOLAR,WEST,2020.0,107.5,107.5
RAMBLER SOLAR,,RAMBLER_UNIT1,TOM GREEN,SOLAR,WEST,2020.0,211.19,200.0
RIPPEY SOLAR,,RIPPEY_UNIT1,COOKE,SOLAR,NORTH,2020.0,59.8,59.8
BRP BRAZORIA,,BRAZORIA_UNIT1,BRAZORIA,STORAGE,COASTAL,2020.0,9.95,10.0
BRP HEIGHTS (DGR),,HEIGHTTN_UNIT1,GALVESTON,STORAGE,HOUSTON,2020.0,9.95,10.0
BRP ODESSA SW (DGR),,ODESW_UNIT1,ECTOR,STORAGE,WEST,2020.0,9.95,10.0
COMMERCE ST ESS (DGR),,X4_SWRI,BEXAR,STORAGE,SOUTH,2020.0,10.0,10.0
FLAT TOP BATTERY (DGR),,FLAT_TOP_FLATU1,REEVES,STORAGE,WEST,2020.0,9.9,9.9
HOEFSROAD BESS (DGR),,HRBESS_BESS,REEVES,STORAGE,WEST,2020.0,2.0,2.0
JOHNSON CITY BESS (DGR),,JOHNCI_UNIT_1,BLANCO,STORAGE,SOUTH,2020.0,2.25,2.3
CABEZON WIND (RIO BRAVO I WIND) 1 A,,CABEZON_WIND1,STARR,WIND-O,SOUTH,2019.0,115.2,115.2
CABEZON WIND (RIO BRAVO I WIND) 1 B,,CABEZON_WIND2,STARR,WIND-O,SOUTH,2019.0,122.4,122.4
CANADIAN BREAKS WIND,,CN_BRKS_UNIT_1,OLDHAM,WIND-P,PANHANDLE,2019.0,210.1,210.1
FOARD CITY WIND 1 A,,FOARDCTY_UNIT1,FOARD,WIND-O,WEST,2019.0,186.48,186.5
FOARD CITY WIND 1 B,,FOARDCTY_UNIT2,FOARD,WIND-O,WEST,2019.0,163.8,163.8
KARANKAWA WIND 1A,,KARAKAW1_UNIT1,SAN PATRICIO,WIND-C,COASTAL,2019.0,103.32,103.3
KARANKAWA WIND 1B,,KARAKAW1_UNIT2,SAN PATRICIO,WIND-C,COASTAL,2019.0,103.32,103.3
KARANKAWA WIND 2,,KARAKAW2_UNIT3,SAN PATRICIO,WIND-C,COASTAL,2019.0,100.42,100.4
LOCKETT WIND FARM,,LOCKETT_UNIT1,WILBARGER,WIND-O,WEST,2019.0,183.7,183.7
MIDWAY WIND,,MIDWIND_UNIT1,SAN PATRICIO,WIND-C,COASTAL,2019.0,162.8,162.8
SEYMOUR HILLS WIND (S_HILLS WIND),,S_HILLS_UNIT1,BAYLOR,WIND-O,WEST,2019.0,30.24,30.2
TAHOKA WIND 1,,TAHOKA_UNIT_1,LYNN,WIND-O,WEST,2019.0,150.0,150.0
TAHOKA WIND 2,,TAHOKA_UNIT_2,LYNN,WIND-O,WEST,2019.0,150.0,150.0
TORRECILLAS WIND 1,,TORR_UNIT1_25,WEBB,WIND-O,SOUTH,2019.0,150.0,150.0
TORRECILLAS WIND 2,,TORR_UNIT2_23,WEBB,WIND-O,SOUTH,2019.0,23.0,23.0
TORRECILLAS WIND 3,,TORR_UNIT2_25,WEBB,WIND-O,SOUTH,2019.0,127.5,127.5
ALEXIS SOLAR,,DG_ALEXIS_ALEXIS,BROOKS,SOLAR,SOUTH,2019.0,10.0,10.0
BLUEBELL SOLAR (CAPRICORN RIDGE SOLAR),,CAPRIDG4_BB_PV,STERLING,SOLAR,WEST,2019.0,30.0,30.0
COMMERCE_SOLAR,,DG_ X443PV1_SWRI_PV1,BEXAR,SOLAR,SOUTH,2019.0,5.0,5.0
GRIFFIN SOLAR,,DG_GRIFFIN_GRIFFIN,MCLENNAN,SOLAR,NORTH,2019.0,5.0,5.0
LAMPWICK SOLAR,,DG_LAMPWICK_LAMPWICK,MENARD,SOLAR,WEST,2019.0,7.5,7.5
MARS SOLAR (DG),,DG_MARS_MARS,WEBB,SOLAR,SOUTH,2019.0,10.0,10.0
PHOEBE SOLAR 1,,PHOEBE_UNIT1,WINKLER,SOLAR,WEST,2019.0,125.04,125.1
PHOEBE SOLAR 2,,PHOEBE_UNIT2,WINKLER,SOLAR,WEST,2019.0,127.95,128.1
WEST OF PECOS SOLAR,,W_PECOS_UNIT1,REEVES,SOLAR,WEST,2019.0,100.0,100.0
GEORGETOWN SOUTH (RABBIT HILL ESS) (DGR),,GEORSO_ESS_1,WILLIAMSON,STORAGE,SOUTH,2019.0,9.9,9.9
PORT LAVACA BATTERY (DGR),,PRTLAVS_BESS1,CALHOUN,STORAGE,COASTAL,2019.0,9.9,9.9
WEST COLUMBIA (PROSPECT STORAGE) (DGR),,WCOLLOCL_BSS_U1,BRAZORIA,STORAGE,COASTAL,2019.0,9.9,9.9
WORSHAM BATTERY (DGR),,WORSHAM_BESS1,REEVES,STORAGE,WEST,2019.0,9.9,9.9
FLAT TOP WIND I,,FTWIND_UNIT_1,MILLS,WIND-O,NORTH,2018.0,200.0,200.0
HICKMAN (SANTA RITA WIND) 1,,HICKMAN_G1,REAGAN,WIND-O,WEST,2018.0,152.5,152.5
HICKMAN (SANTA RITA WIND) 2,,HICKMAN_G2,REAGAN,WIND-O,WEST,2018.0,147.5,147.5
RTS WIND,,RTS_U1,MCCULLOCH,WIND-O,SOUTH,2018.0,160.0,160.0
STELLA WIND,,STELLA_UNIT1,KENEDY,WIND-C,COASTAL,2018.0,201.0,201.0
TRENT WIND 1 B,,TRENT_UNIT_1B,NOLAN,WIND-O,WEST,2018.0,15.59,15.6
TRENT WIND 2,,TRENT_UNIT_2,NOLAN,WIND-O,WEST,2018.0,50.49,50.5
TRENT WIND 3 A,,TRENT_UNIT_3A,NOLAN,WIND-O,WEST,2018.0,38.25,38.3
TRENT WIND 3 B,,TRENT_UNIT_3B,NOLAN,WIND-O,WEST,2018.0,13.79,13.8
BNB LAMESA SOLAR (PHASE I),,LMESASLR_UNIT1,DAWSON,SOLAR,WEST,2018.0,101.6,101.6
BNB LAMESA SOLAR (PHASE II),,LMESASLR_IVORY,DAWSON,SOLAR,WEST,2018.0,50.0,50.0
BOVINE SOLAR LLC,,DG_BOVINE_BOVINE,AUSTIN,SOLAR,SOUTH,2018.0,5.0,5.0
BOVINE SOLAR LLC,,DG_BOVINE2_BOVINE2,AUSTIN,SOLAR,SOUTH,2018.0,5.0,5.0
BRONSON SOLAR I,,DG_BRNSN_BRNSN,FORT BEND,SOLAR,HOUSTON,2018.0,5.0,5.0
BRONSON SOLAR II,,DG_BRNSN2_BRNSN2,FORT BEND,SOLAR,HOUSTON,2018.0,5.0,5.0
CASCADE SOLAR I,,DG_CASCADE_CASCADE,WHARTON,SOLAR,SOUTH,2018.0,5.0,5.0
CASCADE SOLAR II,,DG_CASCADE2_CASCADE2,WHARTON,SOLAR,SOUTH,2018.0,5.0,5.0
CASTLE GAP SOLAR,,CASL_GAP_UNIT1,UPTON,SOLAR,WEST,2018.0,180.0,180.0
CHISUM SOLAR,,DG_CHISUM_CHISUM,LAMAR,SOLAR,NORTH,2018.0,10.0,10.0
EDDY SOLAR II,,DG_EDDYII_EDDYII,MCLENNAN,SOLAR,NORTH,2018.0,10.0,10.0
RIGGINS (SE BUCKTHORN WESTEX SOLAR),,RIGGINS_UNIT1,PECOS,SOLAR,WEST,2018.0,155.44,150.0
SOLAIREHOLMAN 1,,LASSO_UNIT1,BREWSTER,SOLAR,WEST,2018.0,50.0,50.0
STERLING,,DG_STRLING_STRLING,HUNT,SOLAR,NORTH,2018.0,10.0,10.0
WAYMARK SOLAR,,WAYMARK_UNIT1,UPTON,SOLAR,WEST,2018.0,182.0,182.0
WEST MOORE II,,DG_WMOOREII_WMOOREII,GRAYSON,SOLAR,NORTH,2018.0,5.0,5.0
YELLOW JACKET SOLAR,,DG_YLWJACKET_YLWJACKET,BOSQUE,SOLAR,NORTH,2018.0,5.0,5.0
CASTLE GAP BATTERY,,CASL_GAP_BATTERY1,UPTON,STORAGE,WEST,2018.0,9.9,9.9
MU ENERGY STORAGE SYSTEM,,DG_MU_ESS_MU_ESS,TRAVIS,STORAGE,SOUTH,2018.0,1.5,1.5
BRUENNING'S BREEZE A,,BBREEZE_UNIT1,WILLACY,WIND-C,COASTAL,2017.0,120.0,120.0
BRUENNING'S BREEZE B,,BBREEZE_UNIT2,WILLACY,WIND-C,COASTAL,2017.0,108.0,108.0
BUCKTHORN WIND 1 A,,BUCKTHRN_UNIT1,ERATH,WIND-O,NORTH,2017.0,44.9,44.9
BUCKTHORN WIND 1 B,,BUCKTHRN_UNIT2,ERATH,WIND-O,NORTH,2017.0,55.7,55.7
COTTON PLAINS WIND,,COTPLNS_COTTONPL,FLOYD,WIND-P,PANHANDLE,2017.0,50.4,50.4
DERMOTT WIND 1_1,,DERMOTT_UNIT1,SCURRY,WIND-O,WEST,2017.0,126.5,126.5
DERMOTT WIND 1_2,,DERMOTT_UNIT2,SCURRY,WIND-O,WEST,2017.0,126.5,126.5
FALVEZ ASTRA WIND,,ASTRA_UNIT1,RANDALL,WIND-P,PANHANDLE,2017.0,163.2,163.2
FLUVANNA RENEWABLE 1 A,,FLUVANNA_UNIT1,SCURRY,WIND-O,WEST,2017.0,79.8,79.8
FLUVANNA RENEWABLE 1 B,,FLUVANNA_UNIT2,SCURRY,WIND-O,WEST,2017.0,75.6,75.6
HORSE CREEK WIND 1,,HORSECRK_UNIT1,HASKELL,WIND-O,WEST,2017.0,134.81,131.1
HORSE CREEK WIND 2,,HORSECRK_UNIT2,HASKELL,WIND-O,WEST,2017.0,101.69,98.9
JAVELINA II WIND 1,,BORDAS2_JAVEL2_A,WEBB,WIND-O,SOUTH,2017.0,96.0,96.0
JAVELINA II WIND 2,,BORDAS2_JAVEL2_B,WEBB,WIND-O,SOUTH,2017.0,74.0,74.0
JAVELINA II WIND 3,,BORDAS2_JAVEL2_C,WEBB,WIND-O,SOUTH,2017.0,30.0,30.0
MARIAH DEL NORTE 1,,MARIAH_NORTE1,PARMER,WIND-P,PANHANDLE,2017.0,115.2,115.2
MARIAH DEL NORTE 2,,MARIAH_NORTE2,PARMER,WIND-P,PANHANDLE,2017.0,115.2,115.2
NIELS BOHR WIND A (BEARKAT WIND A),,NBOHR_UNIT1,GLASSCOCK,WIND-O,WEST,2017.0,196.6,196.6
OLD SETTLER WIND,,COTPLNS_OLDSETLR,FLOYD,WIND-P,PANHANDLE,2017.0,151.2,151.2
ROCK SPRINGS VAL VERDE WIND (FERMI) 1,,FERMI_WIND1,VAL VERDE,WIND-O,WEST,2017.0,121.9,121.9
ROCK SPRINGS VAL VERDE WIND (FERMI) 2,,FERMI_WIND2,VAL VERDE,WIND-O,WEST,2017.0,27.44,27.4
SALT FORK 1 WIND U1,,SALTFORK_UNIT1,DONLEY,WIND-P,PANHANDLE,2017.0,64.0,64.0
SALT FORK 1 WIND U2,,SALTFORK_UNIT2,DONLEY,WIND-P,PANHANDLE,2017.0,110.0,110.0
WILLOW SPRINGS WIND A,,SALVTION_UNIT1,HASKELL,WIND-O,WEST,2017.0,125.0,125.0
WILLOW SPRINGS WIND B,,SALVTION_UNIT2,HASKELL,WIND-O,WEST,2017.0,125.0,125.0
BHE SOLAR PEARL PROJECT (SIRIUS 2),,SIRIUS_UNIT2,PECOS,SOLAR,WEST,2017.0,50.0,49.1
FS EAST PECOS SOLAR,,BOOTLEG_UNIT1,PECOS,SOLAR,WEST,2017.0,126.0,121.1
HIGHWAY 56,,DG_HWY56_HWY56,GRAYSON,SOLAR,NORTH,2017.0,5.3,5.3
LEON,,DG_LEON_LEON,HUNT,SOLAR,NORTH,2017.0,10.0,10.0
MARLIN,,DG_MARLIN_MARLIN,FALLS,SOLAR,NORTH,2017.0,5.3,5.3
NORTH GAINESVILLE,,DG_NGNSVL_NGAINESV,COOKE,SOLAR,NORTH,2017.0,5.2,5.2
POWERFIN KINGSBERY,,DG_PFK_PFKPV,TRAVIS,SOLAR,SOUTH,2017.0,2.6,2.6
SP-TX-12-PHASE B,,SPTX12B_UNIT1,UPTON,SOLAR,WEST,2017.0,157.5,157.5
WHITESBORO,,DG_WBORO_WHTSBORO,GRAYSON,SOLAR,NORTH,2017.0,5.0,5.0
WHITESBORO II,,DG_WBOROII_WHBOROII,GRAYSON,SOLAR,NORTH,2017.0,5.0,5.0
WHITEWRIGHT,,DG_WHTRT_WHTRGHT,FANNIN,SOLAR,NORTH,2017.0,10.0,10.0
WHITNEY SOLAR,,DG_WHITNEY_SOLAR1,BOSQUE,SOLAR,NORTH,2017.0,10.0,10.0
BLUE SUMMIT BATTERY,,BLSUMMIT_BATTERY,WILBARGER,STORAGE,WEST,2017.0,30.0,30.0
INADALE ESS,,INDL_ESS,NOLAN,STORAGE,WEST,2017.0,9.9,9.9
KINGSBERY ENERGY STORAGE SYSTEM,,DG_KB_ESS_KB_ESS,TRAVIS,STORAGE,SOUTH,2017.0,1.5,1.5
PYRON ESS,,PYR_ESS,NOLAN,STORAGE,WEST,2017.0,9.9,9.9
"TOS BATTERY STORAGE (DGR) (INDEFINITE MOTHBALL AS OF 4/11/22, DUE TO FORCED OUTAGE)",,TOSBATT_UNIT1,HOWARD,STORAGE,WEST,2017.0,2.0,2.0
BAFFIN WIND UNIT1,,BAFFIN_UNIT1,KENEDY,WIND-C,COASTAL,2016.0,100.0,100.0
BAFFIN WIND UNIT2,,BAFFIN_UNIT2,KENEDY,WIND-C,COASTAL,2016.0,102.0,102.0
CAMERON COUNTY WIND,,CAMWIND_UNIT1,CAMERON,WIND-C,COASTAL,2016.0,165.0,165.0
DOUG COLBECK'S CORNER (CONWAY) A,,GRANDVW1_COLA,CARSON,WIND-P,PANHANDLE,2016.0,100.24,100.2
DOUG COLBECK'S CORNER (CONWAY) B,,GRANDVW1_COLB,CARSON,WIND-P,PANHANDLE,2016.0,100.24,100.2
ELECTRA WIND 1,,DIGBY_UNIT1,WILBARGER,WIND-O,WEST,2016.0,101.31,98.9
ELECTRA WIND 2,,DIGBY_UNIT2,WILBARGER,WIND-O,WEST,2016.0,134.29,131.1
GUNSIGHT MOUNTAIN WIND,,GUNMTN_G1,HOWARD,WIND-O,WEST,2016.0,119.93,119.9
HIDALGO & STARR WIND 11,,MIRASOLE_MIR11,HIDALGO,WIND-O,SOUTH,2016.0,52.0,52.0
HIDALGO & STARR WIND 12,,MIRASOLE_MIR12,HIDALGO,WIND-O,SOUTH,2016.0,98.0,98.0
HIDALGO & STARR WIND 21,,MIRASOLE_MIR21,HIDALGO,WIND-O,SOUTH,2016.0,100.0,100.0
LOS VIENTOS IV WIND,,LV4_UNIT_1,STARR,WIND-O,SOUTH,2016.0,200.0,200.0
LOS VIENTOS V WIND,,LV5_UNIT_1,STARR,WIND-O,SOUTH,2016.0,110.0,110.0
SAN ROMAN WIND,,SANROMAN_WIND_1,CAMERON,WIND-C,COASTAL,2016.0,95.25,95.2
SOUTH PLAINS WIND 2 U1,,SPLAIN2_WIND21,FLOYD,WIND-P,PANHANDLE,2016.0,148.5,148.5
SOUTH PLAINS WIND 2 U2,,SPLAIN2_WIND22,FLOYD,WIND-P,PANHANDLE,2016.0,151.8,151.8
TYLER BLUFF WIND,,TYLRWIND_UNIT1,COOKE,WIND-O,NORTH,2016.0,125.6,125.6
WAKE WIND 1,,WAKEWE_G1,DICKENS,WIND-P,PANHANDLE,2016.0,114.91,114.9
WAKE WIND 2,,WAKEWE_G2,DICKENS,WIND-P,PANHANDLE,2016.0,142.35,142.3
BECK 1,,DG_CECSOLAR_DG_BECK1,BEXAR,SOLAR,SOUTH,2016.0,1.0,1.0
FIFTH GENERATION SOLAR 1,,DG_FIFTHGS1_FGSOLAR1,TRAVIS,SOLAR,SOUTH,2016.0,6.8,6.8
OCI ALAMO 6 (SIRIUS/WEST TEXAS),,SIRIUS_UNIT1,PECOS,SOLAR,WEST,2016.0,110.2,110.2
OCI ALAMO 7 (PAINT CREEK),,SOLARA_UNIT1,HASKELL,SOLAR,WEST,2016.0,112.0,112.0
RE ROSEROCK SOLAR 1,,REROCK_UNIT1,PECOS,SOLAR,WEST,2016.0,78.75,78.8
RE ROSEROCK SOLAR 2,,REROCK_UNIT2,PECOS,SOLAR,WEST,2016.0,78.75,78.8
WALNUT SPRINGS,,DG_WLNTSPRG_1UNIT,BOSQUE,SOLAR,NORTH,2016.0,10.0,10.0
BRISCOE WIND,,BRISCOE_WIND,BRISCOE,WIND-P,PANHANDLE,2015.0,149.85,149.8
GREEN PASTURES WIND I,,GPASTURE_WIND_I,BAYLOR,WIND-O,WEST,2015.0,150.0,150.0
JAVELINA I WIND 18,,BORDAS_JAVEL18,WEBB,WIND-O,SOUTH,2015.0,19.69,19.7
JAVELINA I WIND 20,,BORDAS_JAVEL20,WEBB,WIND-O,SOUTH,2015.0,230.0,230.0
JUMBO ROAD WIND 1,,HRFDWIND_JRDWIND1,DEAF SMITH,WIND-P,PANHANDLE,2015.0,146.15,146.2
JUMBO ROAD WIND 2,,HRFDWIND_JRDWIND2,DEAF SMITH,WIND-P,PANHANDLE,2015.0,153.55,153.6
LOGANS GAP WIND I U1,,LGW_UNIT1,COMANCHE,WIND-O,NORTH,2015.0,106.26,106.3
LOGANS GAP WIND I U2,,LGW_UNIT2,COMANCHE,WIND-O,NORTH,2015.0,103.85,103.8
LONGHORN WIND NORTH U1,,LHORN_N_UNIT1,FLOYD,WIND-P,PANHANDLE,2015.0,100.0,100.0
LONGHORN WIND NORTH U2,,LHORN_N_UNIT2,FLOYD,WIND-P,PANHANDLE,2015.0,100.0,100.0
LOS VIENTOS III WIND,,LV3_UNIT_1,STARR,WIND-O,SOUTH,2015.0,200.0,200.0
MESQUITE CREEK WIND 1,,MESQCRK_WND1,DAWSON,WIND-O,WEST,2015.0,105.61,105.6
MESQUITE CREEK WIND 2,,MESQCRK_WND2,DAWSON,WIND-O,WEST,2015.0,105.61,105.6
RATTLESNAKE I WIND ENERGY CENTER G1,,RSNAKE_G1,GLASSCOCK,WIND-O,WEST,2015.0,109.15,104.6
RATTLESNAKE I WIND ENERGY CENTER G2,,RSNAKE_G2,GLASSCOCK,WIND-O,WEST,2015.0,109.15,102.7
ROUTE 66 WIND,,ROUTE_66_WIND1,CARSON,WIND-P,PANHANDLE,2015.0,150.0,150.0
SENDERO WIND ENERGY,,EXGNSND_WIND_1,JIM HOGG,WIND-O,SOUTH,2015.0,78.0,78.0
SHANNON WIND,,SHANNONW_UNIT_1,CLAY,WIND-O,WEST,2015.0,204.1,204.1
SOUTH PLAINS WIND 1 U1,,SPLAIN1_WIND1,FLOYD,WIND-P,PANHANDLE,2015.0,102.0,102.0
SOUTH PLAINS WIND 1 U2,,SPLAIN1_WIND2,FLOYD,WIND-P,PANHANDLE,2015.0,98.0,98.0
SPINNING SPUR WIND TWO B,,SSPURTWO_SS3WIND2,OLDHAM,WIND-P,PANHANDLE,2015.0,98.0,98.0
SPINNING SPUR WIND TWO C,,SSPURTWO_SS3WIND1,OLDHAM,WIND-P,PANHANDLE,2015.0,96.0,96.0
VERTIGO WIND (FORMERLY GREEN PASTURES WIND 2),,VERTIGO_WIND_I,BAYLOR,WIND-O,WEST,2015.0,150.0,150.0
FS BARILLA SOLAR-PECOS,,HOVEY_UNIT1,PECOS,SOLAR,WEST,2015.0,22.0,22.0
HM SEALY SOLAR 1,,DG_SEALY_1UNIT,AUSTIN,SOLAR,SOUTH,2015.0,1.6,1.6
OCI ALAMO 5 (DOWNIE RANCH),,HELIOS_UNIT1,UVALDE,SOLAR,SOUTH,2015.0,100.0,100.0
RENEWABLE ENERGY ALTERNATIVES-CCS1,,DG_COSERVSS_CSS1,DENTON,SOLAR,NORTH,2015.0,2.0,2.0
YOUNICOS FACILITY,,DG_YOUNICOS_YINC1_1,TRAVIS,STORAGE,SOUTH,2015.0,2.0,2.0
GOLDTHWAITE WIND 1,,GWEC_GWEC_G1,MILLS,WIND-O,NORTH,2014.0,148.6,148.6
GRANDVIEW WIND 1 (CONWAY) GV1A,,GRANDVW1_GV1A,CARSON,WIND-P,PANHANDLE,2014.0,107.4,107.4
GRANDVIEW WIND 1 (CONWAY) GV1B,,GRANDVW1_GV1B,CARSON,WIND-P,PANHANDLE,2014.0,103.8,103.8
HEREFORD WIND G,,HRFDWIND_WIND_G,DEAF SMITH,WIND-P,PANHANDLE,2014.0,99.9,99.9
HEREFORD WIND V,,HRFDWIND_WIND_V,DEAF SMITH,WIND-P,PANHANDLE,2014.0,100.0,100.0
